,model,price,spec_score,processor,core_threads,ram,ssd,graphics,display,os,extra_info
569,Gigabyte G5 RC45MD Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹76,600",71,11th Gen Intel Core i5 11400H,"Hexa Core, 12 Threads",16 GB DDR4 RAM,512 GB SSD,4 GB NVIDIA GeForce RTX 3050 Ti,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
570,Gigabyte G5 RC45GD Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹73,990",71,11th Gen Intel Core i5 11400H,"Hexa Core, 12 Threads",16 GB DDR4 RAM,512 GB SSD,4 GB NVIDIA GeForce RTX 3050,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
571,Gigabyte G5 RC45KD Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),"₹87,800",72,11th Gen Intel Core i5 11400H,"Hexa Core, 12 Threads",16 GB DDR4 RAM,512 GB SSD,6 GB NVIDIA GeForce RTX 3060,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
572,MSI Katana GF66 11UE-249IN Gaming Laptop (11th Gen Core i7/ 16GB/ 512GB SSD/ Win10/ 6GB Graph),"₹1,15,990",74,11th Gen Intel Core i7 11800H,"Octa Core, 16 Threads",16 GB DDR4 RAM,512 GB SSD,6 GB NVIDIA GeForce RTX 3060,"15.6 inches, 1920 x 1080 pixels",Windows 10 OS,2 Year Warranty
573,Lenovo IdeaPad Gaming 3 15IAH7 82S900KQIN Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹89,990",74,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",16 GB DDR4 RAM,512 GB SSD,4 GB NVIDIA GeForce RTX 3050,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
574,Lenovo IdeaPad Gaming 3 15IHU6 82K101EDIN Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹69,500",68,11th Gen Intel Core i5 11300H,"Quad Core, 8 Threads",8 GB DDR4 RAM,512 GB SSD,4 GB NVIDIA GeForce RTX 3050 Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
575,Dell Latitude 3520 Laptop (11th Gen Core i3/ 8GB/ 256GB SSD/ Ubuntu),"₹38,700",42,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",8 GB  RAM,256 GB SSD,Intel UHD Graphics,"15.6 inches, 1366 x 768 pixels",Ubuntu OS,1 Year Warranty
576,Honor MagicBook X15 BohrBR-WAH9F Laptop (10th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),"₹67,318",57,10th Gen Intel Core i5 10210U,"Quad Core, 8 Threads",8 GB DDR4 RAM,256 GB SSD,Intel UHD Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 10 OS,Backlit Keyboard
577,Dell Vostro 3510 2022 Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),"₹46,300",51,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",8 GB DDR4 RAM,512 GB SSD,Intel UHD Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11  OS,1 Year Warranty
578,HP ProBook 450 G8 4Y7G3PA Laptop (11th Gen Core i3/ 8GB/ 256GB SSD/ Win10),"₹48,500",61,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",8 GB DDR4 RAM,256 GB SSD,Intel UHD Graphics,"15.6 inches, 1366 x 768 pixels, Touch Screen",Windows 10 OS,3 Year Warranty
579,Dell Vostro 3510 2022 Laptop (11th Gen Core i3/ 16GB/ 1TB 512GB SSD/ Win11 Home),"₹53,100",57,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",16 GB DDR4 RAM,1 TB Hard Disk,512 GB SSD,Intel UHD Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11  OS
580,Lenovo ThinkBook 14 20VDA0QTIH Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ DOS),"₹60,100",55,11th Gen Intel Core i5 1135G7,"Quad Core, 8 Threads",8 GB DDR4 RAM,512 GB SSD,Intel UHD Graphics,"14 inches, 1920 x 1080 pixels",DOS OS,1 Year Warranty
581,Dell Vostro 3510 2022 Laptop (11th Gen Core i3/ 16GB/ 512GB SSD/ Win11 Home),"₹49,800",54,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",16 GB DDR4 RAM,512 GB SSD,Intel UHD Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11  OS,1 Year Warranty
582,Dell Latitude 3420 Laptop (11th Gen Core i3/ 16GB/ 512GB SSD/ Ubuntu),"₹69,500",55,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",16 GB DDR4 RAM,512 GB SSD,Intel UHD Graphics,"14 inches, 1366 x 768 pixels",Ubuntu OS,1 Year Warranty
583,Fujitsu UH-X 4ZR1J37875 Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),"₹89,990",68,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",16 GB LPDDR4X RAM,512 GB SSD,Intel Iris Xe Graphics,"13.3 inches, 1920 x 1080 pixels",Windows 11 OS,2 Year Warranty
584,Dell Latitude 3420 2022 Laptop (11th Gen Core i5/ 16GB/ 1TB SSD/ Win11 Pro),"₹1,02,999",68,11th Gen Intel Core i5 1135G7,"Quad Core, 8 Threads",16 GB DDR4 RAM,1 TB SSD,Intel UHD Graphics,"14 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
585,Fujitsu UH-X 4ZR1J37876 Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11),"₹99,990",69,12th Gen Intel Core i7 1255U,"10 Cores (2P + 8E), 12 Threads",16 GB LPDDR4X RAM,512 GB SSD,Intel Iris Xe Graphics,"13.3 inches, 1920 x 1080 pixels",Windows 11 OS,2 Year Warranty
586,Acer TravelMate TMB311-31 Laptop (Intel Pentium N5030/ 4GB/ 128GB SSD/ Win11 Home),"₹24,990",49,Intel Celeron  N5030,"Quad Core, 4 Threads",4 GB DDR4 RAM,128 GB SSD,UHD Graphics 600,"11.6 inches, 1366 x 768 pixels",Windows 11 OS,1 Year Warranty
587,Lenovo IdeaPad Flex 5 81X10087IN Laptop (10th Gen Core i3/ 8GB/ 512GB SSD/ Win10 Home),"₹66,000",65,10th Gen Intel Core i5 1005G1,"Dual Core, 4 Threads",8 GB DDR4 RAM,512 GB SSD,Intel Integrated Iris Xe,"14 inches, 1920 x 1080 pixels, Touch Screen",Windows 10 OS,1 Year Warranty
588,Lenovo ThinkPad E15 20TDS0TA00 Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win10 Home),"₹71,300",60,11th Gen Intel Core i5 1135G7,"Quad Core, 8 Threads",8 GB DDR4 RAM,512 GB SSD,Intel Integrated UHD,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
589,HP 250 G8 6X4B3PA Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11),"₹36,499",45,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",8 GB DDR4 RAM,512 GB SSD,Intel UHD,"15.6 inches, 1366 x 768 pixels",Windows 11 OS,1 Year Warranty
590,Dell Vostro 5320 Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),"₹78,990",54,12th Gen Intel Core i5 1240P,"12 Cores (4P + 8E), 16 Threads",16 GB LPDDR5 RAM,512 GB SSD,Intel Integrated UMA,"13.3 inches, 2560 x 1600 pixels",Windows 11 OS,1 Year Warranty
591,HP Elitebook 840 G8 4S1H5PA Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win10),"₹1,38,800",65,11th Gen Intel Core i7 1165G7,"Quad Core, 8 Threads",8 GB DDR4 RAM,512 GB SSD,Intel Iris Xe,"14 inches, 1920 x 1080 pixels",Windows 10 OS,2 Year Warranty
592,HP Pavilion x360 14-ek0072TU Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),"₹71,999",67,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",16 GB DDR4 RAM,512 GB SSD,Intel Integrated Iris Xe,"14 inches, 1920 x 1080 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
593,Acer Predator Helios 300 PH315-55s Spatial Labs Edition Gaming Laptop (12th Gen Core i9/ 32GB/ 2TB SSD/ Win11/ RTX 3080),"₹3,19,999",84,12th Gen Intel Core i9 12900H,"14 Cores (6P + 8E), 20 Threads",32 GB DDR5 RAM,2 TB SSD,NVIDIA GeForce RTX 3030,"15.6 inches, 3840 x 2160 pixels",Windows 11 OS,1 Year Warranty
594,Dell XPS 13 Plus Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),"₹1,71,000",69,12th Gen Intel Core i5 1240P,"12 Cores (4P + 8E), 16 Threads",16 GB LPDDR5 RAM,512 GB SSD,Intel Iris Xe Graphics,"13.4 inches, 3840 x 2400 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
595,Acer Nitro 5 AN515-46 Laptop (AMD Ryzen 5 6600H/ 8GB/ 1TB SSD/ Win11 Home/ 4GB Graph),"₹98,990",76,5th Gen AMD Ryzen 5  5600H,"Hexa Core, 12 Threads",16 GB DDR4 RAM,1 TB Hard Disk,512 GB SSD,4 GB NVIDIA GeForce RTX 3050,"15.6 inches, 2560 x 1440 pixels",Windows 11 OS
596,Acer Aspire 3 A315-23 Laptop (Ryzen 5 3500U/ 16GB/ 512GB SSD/ Win11 Home),"₹51,250",56,3rd Gen AMD Ryzen 5  3500U,"Quad Core, 8 Threads",8 GB DDR4 RAM,512 GB SSD,AMD Radeon AMD,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
597,Asus TUF F15 FA507RE-HN043WS 2022 Gaming Laptop (AMD Ryzen 7 6800H/ 16GB/ 1TB SSD/ Win11/ 4GB Graph),"₹89,990",79,6th Gen AMD Ryzen 7 6800H ,"Octa Core, 16 Threads",16 GB DDR5 RAM,512 GB SSD,4 GB NVIDIA GeForce RTX 3050 Ti,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
598,MSI GF63 Thin 10SC-848IN Gaming Laptop (10th Gen Core i5/ 8GB/ 512GB SSD/ Win 11 Home/ 4GB Graph),"₹60,700",69,10th Gen Intel Core i5 10500H,"Hexa Core, 12 Threads",8 GB DDR4 RAM,512 GB SSD,4 GB NVIDIA Geforce GTX 1650,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,2 Year Warranty
599,Acer Aspire 5 A515-45-R1YC Laptop (Ryzen 5 5500U/ 8GB/ 256GB SSD/ Win10),"₹44,990",59,5th Gen AMD Ryzen 5  5500U,"Hexa Core, 12 Threads",8 GB DDR4 RAM,256 GB SSD,AMD Radeon,"15.6 inches, 1920 x 1080 pixels",Windows 10 OS,1 Year Warranty
600,Acer Nitro 5 AN515-46 Gaming Laptop (AMD Ryzen 7 6800H/ 16GB/ 1TB SSD/ Win11 Home/ 6GB Graph),"₹1,29,990",,,,,,,,,
601,Lenovo Legion 5 Pro 82RG009AIN Laptop (AMD Ryzen 7 6800H/ 16GB/ 1TB SSD/ Win11 Home/ 6GB Graph),"₹1,59,990",76,6th Gen AMD Ryzen 7  6800H,"Octa Core, 16 Threads",16 GB DDR5 RAM,1 TB SSD,6 GB NVIDIA GeForce RTX 3060,"16 inches, 2560 x 1600 pixels",Windows 11 OS,1 Year Warranty
602,HP Omen 16-C0136AX Laptop (AMD Ryzen 5 5600H/ 8GB/ 512GB SSD/ Win10 Home/ 4GB Graph),"₹75,299",72,5th Gen AMD Ryzen 5  5600H,"Hexa Core, 12 Threads",8 GB DDR4 RAM,512 GB SSD,4 GB NVIDIA GeForce GTX 1650,"16.1 inches, 1920 x 1080 pixels",Windows 10 OS,1 Year Warranty
603,HP Envy x360 13-bf0058TU Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),"₹1,03,000",67,12th Gen Intel Core i5 1230U,"10 Cores, 12 Threads",16 GB LPDDR4x RAM,512 GB SSD,Intel Iris X Graphics,"13.3 inches, 2880 x 1800 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
604,HP Omen 17-ck1022TX Gaming Laptop (12th Gen Core i7/ 32GB/ 1TB SSD/ Win11 Home/ 8GB Graph),"₹1,99,999",76,12th Gen Intel Core i7 12800HX,"16 Cores, 24 Threads",32 GB DDR5 RAM,1 TB SSD,8 GB NVIDIA GeForce RTX 3070Ti,"16.1 inches, 2560 x 1440 pixels",Windows 11 OS,1 Year Warranty
605,Honor MagicBook 15 WDQ9CHNE Laptop (AMD Ryzen 5 5500U/ 8GB/ 256GB SSD/ Win11),"₹39,990",51,5th Gen AMD Ryzen 5  5500U,"Hexa Core, 12 Threads",8 GB DDR4 RAM,256 GB SSD,AMD Radeon,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
606,HP Envy x360 16-h0028TX Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11/4GB Graph),"₹1,43,990",69,12th Gen Intel Core i7 1250U,"10 Cores, 12 Threads",16 GB LPDDR4x RAM,512 GB SSD,Intel Iris X Graphics,"13.3 inches, 3840 x 2400 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
607,HP Envy 16-h0026tx Laptop (12th Gen Core i9/ 32GB/ 2TB SSD/ Win11/ 6GB Graph),"₹2,19,900",78,12th Gen Intel Core i9 12900H ,"14 Cores, 20 Threads",32 GB DDR4 RAM,1 TB SSD,6 GB NVIDIA GeForce RTX 3060,"15.6 inches, 3840 x 2160 pixels",Windows 11  OS,1 Year Warranty
608,HP Envy 16-h0025tx Laptop (12th Gen Core i9/ 16GB/ 1TB SSD/ Win11/ 6GB Graph),"₹1,92,490",76,12th Gen Intel Core i9 12900H ,"14 Cores, 20 Threads",16 GB DDR5 RAM,1 TB SSD,6 GB NVIDIA GeForce RTX 3060,"16 inches, 3840 x 2160 pixels",Windows 11  OS,1 Year Warranty
609,Lenovo Legion 5 Pro 82RG00EKIN Laptop (AMD Ryzen 7 6800H/ 32GB/ 1TB SSD/ Win11 Home/ 8GB Graph),"₹1,89,990",82,6th Gen AMD Ryzen 7  6800H,"Octa Core, 16 Threads",32 GB DDR5 RAM,1 TB SSD,8 GB NVIDIA GeForce RTX 3070 ,"16 inches, 2560 x 1600 pixels",Windows 11 OS,1 Year Warranty
610,Lenovo Yoga Slim 7 Pro 82SV0053IN Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home),"₹1,09,969",63,12th Gen Intel Core i7 1260P,"12 Cores (4P + 8E), 16 Threads",16 GB LPDDR5 RAM,512 GB SSD,Intel Iris Xe Graphics,"14 inches, 2880 x 1800 pixels",Windows 11 OS,1 Year Warranty
611,Asus VivoBook 14 X415JA-BV322WS Laptop (10th Gen Core i3/ 8GB/ 512GB SSD/ Win11),"₹33,990",57,10th Gen Intel Core i3 1005G1,"Dual Core, 4 Threads",8 GB DDR4 RAM,512 GB SSD, Intel UHD Graphics,"14 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
612,Lenovo Yoga 6 82UD0068IN 2-in-1 Laptop (Ryzen 7 5700U/ 16GB/ 512GB SSD/ Win11 Home),"₹80,030",63,5th Gen AMD Ryzen 7  5700U,"Octa Core, 16 Threads",16 GB DDR4 RAM,512 GB SSD,AMD Radeon,"13.3 inches, 1920 x 1080 pixels, Touch Screen",Windows 11 OS,3 Year Warranty
613,HP Chromebook 14a-na1004TU Laptop (Celeron N4500/ 4GB/ 64GB eMMC/ Chrome OS),"₹21,990",44,Intel Celeron  N4500,"Dual Core, 2 Threads",4 GB LPDDR4 RAM,64 GB Hard Disk,Intel Integrated UHD Graphics,"14 inches, 1366 x 768 pixels, Touch Screen",Chrome OS,1 Year Warranty
614,Lenovo V14 G2-ITL 82KAA025IH Laptop (11th Gen Core i3/ 8GB/ 1TB HDD/ Win10 Pro),"₹51,500",57,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",8 GB DDR4 RAM,1 TB Hard Disk,Intel Integrated UHD,"14 inches, 1920 x 1080 pixels",Windows 10 OS,1 Year Warranty
615,HP Envy x360 13-bf0063TU Laptop (12th Gen Core i7/ 16GB/ 1TB SSD/ Win11),"₹1,09,990",71,12th Gen Intel Core i7 1250U,"10 Cores, 12 Threads",16 GB LPDDR4x RAM,1 TB SSD,Intel Iris X Graphics,"13.3 inches, 2880 x 1800 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
616,Gigabyte Aero 5 XE4 OLED Laptop (12th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Home/ 8GB Graph),"₹1,85,490",81,12th Gen Intel Core i7 12700H,"14 Cores (6P + 8E), 20 Threads",16 GB DDR4 RAM,1 TB SSD,8 GB NVIDIA GeForce RTX 3070Ti,"15.6 inches, 1920 x 1080 pixels",Windows 11  OS,2 Year Warranty
617,Lenovo V14-IIL 82C4019YIH Laptop (10th Gen Core i5/ 4GB/ 256GB SSD/ Win10 Home),"₹48,000",47,10th Gen Intel Core i5 1035G1,"Quad Core, 8 Threads",4 GB DDR4 RAM,256 GB SSD,Intel Integrated UHD,"14 inches, 1366 x 768 pixels",Windows 10 OS,1 Year Warranty
618,Asus VivoBook 14 2022 X1402ZA-EK521WS Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),"₹53,990",63,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",8 GB DDR4 RAM,512 GB SSD,Intel Integrated UHD,"14 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
619,Asus VivoBook 14 2022 X1402ZA-MW512WS Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),"₹66,990",67,12th Gen Intel Core i5 1240P,"12 Cores (4P + 8E), 16 Threads",16 GB DDR4 RAM,512 GB SSD,Intel Integrated Iris Xe,"14 inches, 1920 x 1080 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
620,Asus VivoBook 14 2022 X1402ZA-MW311WS Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),"₹45,990",63,12th Gen Intel Core i3 1220P,"10 Cores (2P + 8E), 12 Threads",8 GB DDR4 RAM,512 GB SSD,Intel Integrated UHD,"14 inches, 1920 x 1080 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
621,Lenovo Thinkpad E14 Gen 2 20TBS4K300 Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ DOS),"₹71,449",56,11th Gen Intel Core i5 1135G7,"Quad Core, 8 Threads",8 GB DDR4 RAM,512 GB SSD,Intel UHD,"14.1 inches, 1920 x 1080 pixels",DOS OS,1 Year Warranty
622,Lenovo E41-55 ‎82C700FNGE Laptop (Athlon Pro 3045B/ 4GB/ 1TB HDD/ Win11 Home),"₹21,999",42,AMD Athlon Pro 3045B,"Dual Core, 2 Threads",4 GB  RAM,1 TB Hard Disk,AMD Radeon Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
623,Dell Latitude 3420 Laptop (11th Gen Core i5/ 16GB/ 1TB 512GB SSD/ Win10 Pro),"₹75,800",65,11th Gen Intel Core i5 1135G7,"Quad Core, 8 Threads",16 GB DDR4 RAM,1 TB Hard Disk,512 GB SSD,Intel UHD Graphics,"14 inches, 1366 x 768 pixels",Windows 10  OS
624,HP 250 G8 6G9R1PA Notebook (11th Gen Core i3/ 8GB/ 512GB SSD/ FreeDOS),"₹35,979",,11th Gen Intel Core i3,8 GB DDR4 RAM,512 GB SSD,Intel Integrated Intel® UHD Graphics,"15.6 inches, 1366 x 768 pixels",DOS OS,1 Year Warranty,1 USB 3.0 Ports
625,Acer TravelMate TMP215-53 Laptop ( Pentium Gold 7505/ 4GB/ 1TB SSD/ Win11 Home),"₹26,990",53,Intel Pentium Gold 7505,"Dual Core, 4 Threads",4 GB DDR4 RAM,1 TB Hard Disk,Intel Integrated,"15.6 inches, 1366 x 768 pixels",Windows 11 OS,1 Year Warranty
626,HP 430 G8 366B1PA Business Laptop (11th Gen Core i7/ 8GB/ 512GB SSD/ Win10 ),"₹1,11,500",,Processor: Intel Core i7-1165G7 (up to 4.7 GHz with Intel Turbo Boost Technology,Memory & Storage: 8 GB DDR4-3200 MHz RAM (1 x 8GB),Storage: 512 GB SSD PCIe NVMe M.2 SSD,"Display: 33.8 cm (13.3"") diagonal",Graphics & Networking: Intel Iris X Graphics,Intel AX201 Wi-Fi 6 (2x2) and Bluetooth 5 combo,Ports: 2 SuperSpeed USB Type-A 5Gbps signaling rate (1 charging,In an unlikely case of product quality related issue
627,MSI Creator M16 A11UC-669IN Laptop (11th Gen Core i7/ 16GB/ 512GB SSD/ Win10/ 4GB Graph),"₹1,15,990",78,11th Gen Intel Core i7 11800H,"Octa Core, 16 Threads",16 GB DDR4 RAM,512 GB SSD,4 GB NVIDIA GeForce RTX3050,"16 inches, 2560 x 1600 pixels",Windows 10 OS,1 Year Warranty
628,Lenovo ThinkPad X1 Yoga 20XYS00R00 Laptop (11th Gen Core i7/ 16GB/ 1TB SSD/ Win10 Pro),"₹2,48,890",66,11th Gen Intel  Core i7 1165G7,"Quad Core, 8 Threads",16 GB  RAM,1 TB SSD, Intel UHD Graphics,"14 inches, 1920 x 1080 pixels",Windows 10  OS,1 Year Warranty
629,Lenovo ThinkPad T14 2021 20W0S03F00 Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win10 Pro),"₹87,000",66,11th Gen Intel Core i5 1135G7 ,"Quad Core, 8 Threads",8 GB DDR4 RAM,512 GB SSD,512 MB Intel Integrated,"14 inches, 1920 x 1080 pixels",Windows 10 OS,1 Year Warranty
630,Huawei MateBook D14 Laptop (10th Gen Core i5/ 8GB/ 512GB SSD/ Win10),"₹71,901",62,10th Gen Intel Core i5 10210U,"Quad Core, 8 Threads",8 GB DDR4  RAM,512 GB SSD,Intel UHD Graphics,"14 inches, 1920 x 1080 pixels, Touch Screen",Windows 10 OS,1 Year Warranty
631,Lenovo IdeaPad Slim 5 82FG01HAIN Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11),"₹59,990",53,11th Gen Intel Core i5 1135G7 ,"Quad Core, 8 Threads",16 GB DDR4 RAM,512 GB SSD,Intel Iris Xe Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
632,Asus VivoBook 14 2021 X415KA-BV121WS Laptop (Intel Silver N6000/ 8GB/ 256GB SSD/ Win11),"₹28,990",48,Intel Silver N6000 N6000,"Quad Core, 4 Threads",8 GB DDR4 RAM,256 GB SSD,Intel Integrated Intel UHD,"14.1 inches, 1366 x 768 pixels",Windows 11 OS,1 Year Warranty
633,Dell Inspiron 3511 Laptop (11th Gen Core i3/ 8GB/ 1TB 512GB SSD/ Win11 Home),"₹46,499",57,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",8 GB DDR4 RAM,1 TB Hard Disk,512 GB SSD,Intel UHD Graphics,"15.56 inches, 1920 x 1080 pixels",Windows 11 OS
634,Lenovo V14 G2-ITL ﻿82KAA05VIH Laptop (11th Gen Core i3/ 4GB/ 256GB SSD/ Win11),"₹39,000",50,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",4 GB DDR4 RAM,256 GB SSD,Intel Integrated UHD,"15 inches, 1920 x 1080 pixels",Windows 10 OS,1 Year Warranty
635,Huawei MateBook 14 2021‎ WDH9A Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win10),"₹1,00,931",61,11th Gen Intel Core i5 1135G7,"Quad Core, 8 Threads",8 GB  RAM,512 GB SSD,Intel Iris Xe Graphics,"14 inches, 2160 x 1440 pixels, Touch Screen",Windows 10 OS,1 Year Warranty
636,Asus ROG Zephyrus G14 GA402RJZ-L4136WS Gaming Laptop (AMD Ryzen 9 6900HS/ 16GB/ 1TB SSD/ Win11 Home/ 8GB Graph),"₹1,55,000",82,6th Gen AMD Ryzen 9  6900HS​,"Octa Core, 16 Threads",16 GB DDR5 RAM,1 TB SSD,8 GB AMD Radeon RX 6700S,"14 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
637,HP Envy x360 13-bf0078TU Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11),"₹80,990",65,12th Gen Intel Core i5 1230U,"10 Cores, 12 Threads",8 GB LPDDR4x RAM,512 GB SSD,Intel Iris X Graphics,"13.3 inches, 1920 x 1080 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
638,Asus ROG Flow X16 2022 GV601RM-M5053WS Gaming Laptop (Ryzen 7 6800HS/ 16GB/ 1TB SSD/ Win11 / 6GB Graph),"₹1,87,990",87,6th Gen AMD Ryzen 7  6800HS,"Octa Core, 16 Threads",16 GB DDR5 RAM,1 TB SSD,6 GB AMD Radeon Radeon 680M,"16 inches, 2560 x 1600 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
639,Asus ROG Flow X16 2022 GV601RM-M5039WS Gaming Laptop (Ryzen 9 6900HS/ 16GB/ 1TB SSD/ Win11 / 6GB Graph),"₹2,11,990",84,AMD Ryzen 9  6900HS,Octa Core,16 GB DDR5 RAM,1 TB SSD,6 GB AMD Radeon Radeon 680M,"16 inches, 2560 x 1600 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
640,Lenovo V14 Gen 2 82KAA002IH Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Dos),"₹47,199",51,11th Gen Intel Core i5 1135G7 ,"Quad Core, 8 Threads",8 GB  RAM,512 GB SSD,Intel Iris Xe Graphics,"14 inches, 1920 x 1080 pixels",DOS OS,1 Year Warranty
641,Avita Pura E NS14A6 Laptop (10th Gen Core i3/ 4GB/ 256GB SSD/ Win10),"₹29,990",48,10th Gen Intel Core i3 10110U,"Dual Core, 4 Threads",8 GB  RAM,256 GB SSD,Intel UHD Graphics 620,"14 inches, 1920 x 1080 pixels",Windows 10 OS,1 Year Warranty
642,Lenovo ThinkBook 13s ITL Gen 2 20V9A036IH Laptop (11th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home),"₹85,999",65,11th Gen Intel Core i7 1165G7 ,"Quad Core, 8 Threads",16 GB LPDDR4 RAM,512 GB SSD,Intel Integrated Iris Xe,"13 inches, 2560 x 1600 pixels",Windows 11 OS,1 Year Warranty
643,Lenovo Thinkpad T15P Gen 2 ‎21A7001LUS Laptop (11th Gen Core i7/16GB/ 512GB SSD/ Win11 Pro/ 4GB Graph),"₹2,19,000",69,11th Gen Intel Core i7 11700H ,"Octa Core, 16 Threads",16 GB  RAM,512 GB SSD,4 GB NVIDIA GeForce GTX 1650,"14 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
644,Lenovo Ideapad Flex 5 82R700ASIN Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),"₹59,801",62,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",8 GB LPDDR4 RAM,512 GB SSD,Intel Integrated UHD,"14 inches, 1920 x 1080 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
645,Lenovo Ideapad Slim 3i 82H802EYIN Laptop (11th Gen Core i3/ 8GB/ 256GB SSD/ Win11),"₹37,000",54,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",8 GB DDR4 RAM,256 GB SSD,Intel UHD Integrated Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
